umap_1	umap_2	cell_type	cell_type_broad	tissue	subtype
9.498528480529785	-2.965402126312256	Tgd	T cells	pleural_effusion	SCLC-A
-1.475061058998108	-4.2659406661987305	CD4+ Tconv	T cells	LN	SCLC-A
2.177431583404541	-3.640838623046875	CD8+ Tmem	T cells	lung	SCLC-A
-12.763896942138672	0.9650624990463257	B cell	B cell	LN	SCLC-A
-9.083761215209961	6.748327255249023	pDC	Myeloid	pleural_effusion	SCLC-A
-12.880819320678711	1.0411416292190552	B cell	B cell	LN	SCLC-A
3.002060651779175	0.9261274337768555	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
0.09629186987876892	0.9525460600852966	CD4+ Tconv	T cells	pleural_effusion	SCLC-N
8.126164436340332	-1.4585723876953125	NK	NK	lung	SCLC-A
9.591115951538086	-2.9357383251190186	Tgd	T cells	pleural_effusion	SCLC-A
0.5347386598587036	-0.3609396517276764	CD4+ Tconv	T cells	LN	SCLC-A
2.7518770694732666	0.6501181721687317	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
2.5777764320373535	-1.3071959018707275	CD8+ Tmem	T cells	lung	SCLC-A
0.20979365706443787	-0.6036442518234253	CD8+ Tmem	T cells	lung	SCLC-A
1.9359419345855713	-0.9208162426948547	CD4+ Tconv	T cells	lung	SCLC-A
2.5792195796966553	-0.3102404475212097	CD8+ Tmem	T cells	LN	SCLC-A
2.721447706222534	-1.1466915607452393	CD8+ Tmem	T cells	lung	SCLC-A
2.363762378692627	1.1952823400497437	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-11.191203117370605	1.371752381324768	B cell	B cell	lung	SCLC-A
-2.405987501144409	10.824271202087402	Mono/Mφ	Myeloid	LN	SCLC-A
-1.9731881618499756	8.814435958862305	Mono/Mφ	Myeloid	lung	SCLC-A
2.857131242752075	1.8904887437820435	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
5.150195121765137	9.8230438232421875	Neutrophil	Myeloid	liver	SCLC-A
-6.275256633758545	-6.556572437286377	CD4+ Tconv	T cells	lung	SCLC-A
-7.308212757110596	-6.891020774841309	NK	NK	lung	SCLC-A
1.8943032026290894	-4.669203281402588	CD8+ Tmem	T cells	liver	SCLC-N
5.316862106323242	10.692948341369629	Neutrophil	Myeloid	LN	SCLC-A
2.1582889556884766	1.3620753288269043	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
9.430599212646484	-2.949530839920044	Tgd	T cells	pleural_effusion	SCLC-A
8.43784236907959	-3.1124658584594727	Tgd	T cells	pleural_effusion	SCLC-A
5.391393661499023	11.798297882080078	Neutrophil	Myeloid	liver	SCLC-A
2.4092302322387695	-0.2325572967529297	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
8.141120910644531	-1.5085484981536865	NK	NK	lung	SCLC-A
-7.765773296356201	-6.455760955810547	CD8+ Tmem	T cells	lung	SCLC-A
9.617792129516602	-2.986736297607422	Tgd	T cells	pleural_effusion	SCLC-A
0.354981929063797	-4.0071024894714355	CD8+ Tmem	T cells	liver	SCLC-N
-6.7729411125183105	-6.6557745933532715	CD4+ Tconv	T cells	lung	SCLC-A
3.5687687397003174	-2.0019848346710205	CD8+ Tmem	T cells	lung	SCLC-A
-1.7400212287902832	-5.051178455352783	CD4+ Tconv	T cells	lung	SCLC-A
2.0446324348449707	-1.0036872625350952	CD4+ Tconv	T cells	lung	SCLC-A
-6.342391014099121	-6.702316761016846	CD4+ Tconv	T cells	lung	SCLC-A
2.2901694774627686	-1.1127902269363403	CD8+ Tmem	T cells	lung	SCLC-A
0.12080018222332001	7.979770660400391	Mast	Myeloid	lung	SCLC-A
1.67225980758667	-3.238752841949463	CD8+ Teff	T cells	liver	SCLC-N
-1.3251056671142578	-3.3178839683532715	CD4+ Tconv	T cells	liver	SCLC-N
-5.730373382568359	-6.280455112457275	CD4+ Tconv	T cells	lung	SCLC-A
-3.523881435394287	10.901895523071289	Mono/Mφ	Myeloid	lung	SCLC-N
2.720550298690796	-1.1031936407089233	CD8+ Tmem	T cells	lung	SCLC-A
-7.911292552947998	-6.37598991394043	CD8+ Tmem	T cells	lung	SCLC-A
2.7527334690093994	1.9017366170883179	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
0.9320944547653198	-0.5448299646377563	CD4+ Tconv	T cells	LN	SCLC-A
5.079963207244873	10.860960006713867	Neutrophil	Myeloid	liver	SCLC-A
1.780393362045288	1.5585510730743408	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-5.4497175216674805	-6.08856201171875	CD8+ Tmem	T cells	lung	SCLC-A
2.696998357772827	1.944278597831726	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
9.604081153869629	-2.88893723487854	Tgd	T cells	pleural_effusion	SCLC-A
-1.0777068138122559	-4.880439758300781	CD4+ Tconv	T cells	liver	SCLC-A
-12.264918327331543	1.1474800109863281	B cell	B cell	lung	SCLC-A
-0.9990261793136597	10.755867958068848	Mono/Mφ	Myeloid	lung	SCLC-A
-6.208897590637207	-6.543466091156006	CD4+ Tconv	T cells	lung	SCLC-A
9.569127082824707	-2.9169907569885254	Tgd	T cells	pleural_effusion	SCLC-A
-7.506739139556885	-6.1763715744018555	CD8+ Tmem	T cells	lung	SCLC-A
2.357356548309326	-4.771397113800049	CD8+ Tmem	T cells	liver	SCLC-N
1.942192792892456	1.5483678579330444	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
8.21237850189209	-1.3921542167663574	NK	NK	lung	SCLC-A
-0.25389766693115234	-4.272774696350098	CD4+ Tconv	T cells	liver	SCLC-A
5.8380126953125	-3.105010747909546	NK	NK	lung	SCLC-A
-3.6210291385650635	9.478859901428223	Mono/Mφ	Myeloid	axilla	SCLC-N
1.8375641107559204	1.5973469018936157	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.084890127182007	1.6597309112548828	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
8.656194686889648	-2.5928704738616943	Tgd	T cells	pleural_effusion	SCLC-A
4.044144630432129	-5.485401153564453	CD8+ Teff	T cells	LN	SCLC-A
-6.45283842086792	-6.660531997680664	CD4+ Tconv	T cells	lung	SCLC-A
8.330872535705566	-1.5785853862762451	NK	NK	pleural_effusion	SCLC-A
-12.423917770385742	0.8736069202423096	B cell	B cell	LN	SCLC-A
-7.762693881988525	-6.410722732543945	CD8+ Tmem	T cells	lung	SCLC-A
-1.8472963571548462	-1.4597549438476562	CD4+ Treg	T cells	lung	SCLC-A
-11.191925048828125	1.369278907775879	B cell	B cell	lung	SCLC-A
-7.6080217361450195	-6.09764289855957	CD8+ Tmem	T cells	lung	SCLC-A
2.506953716278076	-5.988784313201904	CD8+ Texh	T cells	lung	SCLC-A
-1.867231845855713	-1.517823576927185	CD4+ Treg	T cells	lung	SCLC-A
2.135812520980835	-0.9881672263145447	CD8+ Tmem	T cells	lung	SCLC-A
-1.997867465019226	-1.9737335443496704	CD4+ Tconv	T cells	lung	SCLC-A
5.065404415130615	9.79277229309082	Neutrophil	Myeloid	liver	SCLC-A
2.0283100605010986	1.6879135370254517	CD4+ Tconv	T cells	LN	SCLC-A
-7.178129196166992	-6.791444301605225	NK	NK	lung	SCLC-A
8.596810340881348	-3.1845345497131348	Tgd	T cells	pleural_effusion	SCLC-A
5.5376811027526855	10.36477279663086	Neutrophil	Myeloid	LN	SCLC-A
8.242658615112305	-2.835862636566162	Tgd	T cells	pleural_effusion	SCLC-A
-13.029102325439453	1.145815134048462	B cell	B cell	LN	SCLC-A
-7.600211143493652	-6.010950088500977	CD8+ Tmem	T cells	lung	SCLC-A
-2.452061891555786	10.289799690246582	Mono/Mφ	Myeloid	LN	SCLC-N
4.539914131164551	10.988953590393066	Neutrophil	Myeloid	LN	SCLC-A
2.694291114807129	-1.0356478691101074	CD8+ Tmem	T cells	lung	SCLC-A
5.866140842437744	11.451022148132324	Neutrophil	Myeloid	liver	SCLC-A
-0.1551152914762497	-0.40051940083503723	CD4+ Tconv	T cells	LN	SCLC-A
9.517526626586914	-2.9450273513793945	Tgd	T cells	pleural_effusion	SCLC-A
-1.541947364807129	9.564146041870117	Mono/Mφ	Myeloid	lung	SCLC-A
-1.3209913969039917	10.793319702148438	Mono/Mφ	Myeloid	axilla	SCLC-N
2.7572340965270996	-1.3228638172149658	CD8+ Tmem	T cells	lung	SCLC-A
5.390233993530273	11.308701515197754	Neutrophil	Myeloid	LN	SCLC-A
-0.6452423334121704	-4.046292304992676	CD4+ Tconv	T cells	lung	SCLC-A
-12.619308471679688	1.053836703300476	B cell	B cell	LN	SCLC-A
-0.2363205850124359	0.8069793581962585	CD4+ Tconv	T cells	pleural_effusion	SCLC-N
-1.9942222833633423	-1.653063416481018	CD4+ Treg	T cells	lung	SCLC-A
1.348986268043518	-3.9590322971343994	CD8+ Tmem	T cells	LN	SCLC-P
9.26587200164795	-3.1286933422088623	Tgd	T cells	pleural_effusion	SCLC-A
5.555870056152344	10.35546875	Neutrophil	Myeloid	LN	SCLC-A
-6.337258338928223	-6.666459560394287	CD4+ Tconv	T cells	lung	SCLC-A
1.8928053379058838	1.717719554901123	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-12.92872142791748	1.0770463943481445	B cell	B cell	LN	SCLC-A
2.8959462642669678	1.8609721660614014	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-3.2520320415496826	9.916343688964844	Mono/Mφ	Myeloid	lung	SCLC-A
2.571037769317627	1.8327953815460205	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.604975938796997	0.9495669007301331	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
0.7168160080909729	1.3107593059539795	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
5.109917640686035	9.7513427734375	Neutrophil	Myeloid	liver	SCLC-N
-2.7404818534851074	10.994170188903809	Mono/Mφ	Myeloid	LN	SCLC-A
-1.1890780925750732	9.575572967529297	Mono/Mφ	Myeloid	liver	SCLC-N
-2.6473617553710938	10.96811294555664	Mono/Mφ	Myeloid	LN	SCLC-A
-12.903332710266113	1.0892090797424316	B cell	B cell	LN	SCLC-A
2.1774230003356934	1.4479721784591675	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
8.319965362548828	-2.875074625015259	Tgd	T cells	pleural_effusion	SCLC-A
3.2883083820343018	-1.9793719053268433	CD8+ Tmem	T cells	lung	SCLC-A
2.3395981788635254	1.822234034538269	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.502448558807373	-1.0725147724151611	CD8+ Tmem	T cells	lung	SCLC-A
-0.3610595464706421	-1.831176519393921	CD4+ Tconv	T cells	adrenal_kidney	SCLC-A
2.498555898666382	1.8112345933914185	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.606153964996338	1.6807489395141602	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.471952199935913	1.6276739835739136	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
3.143829345703125	-2.10921049118042	CD4+ Treg	T cells	lung	SCLC-A
8.29439640045166	-2.940173864364624	Tgd	T cells	pleural_effusion	SCLC-A
0.7846857905387878	-0.5966267585754395	CD4+ Tconv	T cells	lung	SCLC-A
1.3191242218017578	-0.7860836982727051	CD4+ Tconv	T cells	lung	SCLC-A
0.0239542406052351	0.5912135243415833	CD4+ Tconv	T cells	LN	SCLC-A
-7.529848098754883	-6.303776741027832	CD8+ Tmem	T cells	lung	SCLC-A
-0.9279038310050964	-2.3551974296569824	CD4+ Tconv	T cells	lung	SCLC-N
-1.8116414546966553	8.799893379211426	Mono/Mφ	Myeloid	liver	SCLC-N
2.881152629852295	1.6121796369552612	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.802201509475708	1.786874532699585	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-1.0862551927566528	-2.5350139141082764	CD4+ Tconv	T cells	lung	SCLC-A
-12.855588912963867	1.0047329664230347	B cell	B cell	LN	SCLC-A
4.84444522857666	9.88591480255127	Neutrophil	Myeloid	liver	SCLC-A
2.626213788986206	1.459794282913208	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
9.666187286376953	-2.8772549629211426	Tgd	T cells	pleural_effusion	SCLC-A
2.2140278816223145	1.5319544076919556	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.5919156074523926	-1.1311842203140259	CD8+ Tmem	T cells	lung	SCLC-A
9.505671501159668	-3.2423181533813477	Tgd	T cells	pleural_effusion	SCLC-A
-2.063253402709961	-2.130936622619629	CD4+ Treg	T cells	lung	SCLC-A
0.46247929334640503	-0.00546823488548398	CD4+ Tconv	T cells	LN	SCLC-A
-1.484355092048645	8.8370943069458	Mono/Mφ	Myeloid	lung	SCLC-A
-0.3175484240055084	-3.05897855758667	CD4+ Tconv	T cells	lung	SCLC-N
1.5945930480957031	0.25814956426620483	CD4+ Tconv	T cells	LN	SCLC-A
5.324622631072998	11.884324073791504	Neutrophil	Myeloid	liver	SCLC-A
5.281930446624756	9.86715316772461	Neutrophil	Myeloid	liver	SCLC-A
-5.491199016571045	-6.117391109466553	CD4+ Tconv	T cells	lung	SCLC-A
4.019256114959717	-5.480483531951904	CD8+ Teff	T cells	LN	SCLC-A
9.420975685119629	-2.751751661300659	Tgd	T cells	pleural_effusion	SCLC-A
2.8193511962890625	0.09147967398166656	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
-1.8540328741073608	-2.8338499069213867	CD4+ Treg	T cells	liver	SCLC-N
-0.059459101408720016	-3.7277679443359375	CD4+ Tconv	T cells	liver	SCLC-N
2.824152708053589	1.939693808555603	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
1.740776777267456	-3.08038592338562	CD8+ Tmem	T cells	liver	SCLC-A
-12.931853294372559	1.099880576133728	B cell	B cell	LN	SCLC-A
2.8866770267486572	1.6898915767669678	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-1.9666873216629028	9.41318130493164	Mono/Mφ	Myeloid	liver	SCLC-A
-0.7468223571777344	8.992067337036133	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.923475980758667	0.002039853483438492	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
2.1042895317077637	1.7913146018981934	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-12.961767196655273	1.167547345161438	B cell	B cell	LN	SCLC-A
4.916496276855469	10.00079345703125	Neutrophil	Myeloid	LN	SCLC-A
-6.076383113861084	-6.474176406860352	CD4+ Tconv	T cells	lung	SCLC-A
-0.8018410205841064	9.883386611938477	Mono/Mφ	Myeloid	adrenal_kidney	SCLC-A
-6.623083591461182	-6.4955949783325195	CD8+ Tmem	T cells	lung	SCLC-A
7.06133508682251	-2.5884342193603516	NK	NK	lung	SCLC-A
2.0467374324798584	1.624439001083374	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
3.9123716354370117	-5.3194355964660645	CD8+ Teff	T cells	LN	SCLC-A
-7.4216413497924805	-6.2484893798828125	CD8+ Tmem	T cells	lung	SCLC-A
5.987290382385254	-3.114518404006958	CD8+ Texh	T cells	lung	SCLC-A
-0.4985801577568054	-2.4773597717285156	CD4+ Tconv	T cells	lung	SCLC-N
1.9730092287063599	-4.986964225769043	CD8+ Tmem	T cells	liver	SCLC-N
-7.886216640472412	-6.34920072555542	CD8+ Tmem	T cells	lung	SCLC-A
-2.1093332767486572	-1.9495563507080078	CD4+ Treg	T cells	lung	SCLC-A
8.282564163208008	-2.740546703338623	Tgd	T cells	pleural_effusion	SCLC-A
-0.049247875809669495	-3.650418519973755	CD4+ Tconv	T cells	liver	SCLC-N
-0.9931060671806335	-2.8630411624908447	CD4+ Tconv	T cells	liver	SCLC-N
9.438127517700195	-3.1068294048309326	Tgd	T cells	pleural_effusion	SCLC-A
2.761525869369507	1.3420844078063965	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-7.532212734222412	-6.422539710998535	CD8+ Tmem	T cells	lung	SCLC-A
2.2954211235046387	1.67804753780365	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-12.940441131591797	1.1289372444152832	B cell	B cell	LN	SCLC-A
4.899231433868408	9.981221199035645	Neutrophil	Myeloid	liver	SCLC-A
-2.0696401596069336	8.811623573303223	Mono/Mφ	Myeloid	liver	SCLC-N
-7.848596096038818	-6.073342800140381	CD8+ Tmem	T cells	lung	SCLC-A
8.290182113647461	-1.6588693857192993	NK	NK	lung	SCLC-A
2.587674617767334	1.6456918716430664	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
8.3367767333984375	-2.5634918212890625	Tgd	T cells	pleural_effusion	SCLC-A
-6.386572360992432	-6.6787800788879395	CD4+ Tconv	T cells	lung	SCLC-A
-12.869950294494629	0.9747591018676758	B cell	B cell	LN	SCLC-A
-7.5291643142700195	-6.259311199188232	CD8+ Tmem	T cells	lung	SCLC-A
-6.504791736602783	-5.486893653869629	CD4+ Treg	T cells	lung	SCLC-A
-6.30994987487793	-6.590337753295898	CD4+ Tconv	T cells	lung	SCLC-A
2.2309961318969727	-4.042335510253906	CD8+ Tmem	T cells	lung	SCLC-A
2.713266372680664	-1.9893423318862915	CD8+ Tmem	T cells	lung	SCLC-A
5.381412029266357	10.51926040649414	Neutrophil	Myeloid	LN	SCLC-A
8.314082145690918	-1.6549688577651978	NK	NK	lung	SCLC-A
2.8376457691192627	1.0213834047317505	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-12.924911499023438	1.1309807300567627	B cell	B cell	LN	SCLC-A
-7.401020526885986	-6.219471454620361	CD8+ Tmem	T cells	lung	SCLC-A
-11.338637351989746	1.202649712562561	B cell	B cell	lung	SCLC-A
0.4851723313331604	-0.39946988224983215	CD4+ Tconv	T cells	LN	SCLC-A
-9.053016662597656	6.7172346115112305	pDC	Myeloid	pleural_effusion	SCLC-A
2.7446792125701904	-0.9177441596984863	CD8+ Tmem	T cells	lung	SCLC-A
2.3981003761291504	1.8092471361160278	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-6.453434467315674	-5.4309163093566895	CD4+ Treg	T cells	lung	SCLC-A
-12.872730255126953	1.137229323387146	B cell	B cell	LN	SCLC-A
-7.465367794036865	-6.426171779632568	CD8+ Tmem	T cells	lung	SCLC-A
8.823753356933594	-2.683342933654785	Tgd	T cells	pleural_effusion	SCLC-A
-12.943130493164062	1.088918924331665	B cell	B cell	LN	SCLC-A
0.6671993732452393	-0.2488957941532135	CD8+ Tmem	T cells	LN	SCLC-A
8.79144287109375	-2.9194791316986084	Tgd	T cells	pleural_effusion	SCLC-A
-5.334512710571289	-6.0193939208984375	CD8+ Teff	T cells	lung	SCLC-A
8.45422649383545	-3.1348671913146973	Tgd	T cells	pleural_effusion	SCLC-A
-1.193109154701233	-3.291870355606079	CD4+ Tconv	T cells	liver	SCLC-N
-6.776352405548096	-5.962085247039795	CD4+ Tconv	T cells	lung	SCLC-A
-1.8019393682479858	-1.411714792251587	CD4+ Treg	T cells	lung	SCLC-A
9.59162425994873	-2.7321763038635254	Tgd	T cells	pleural_effusion	SCLC-A
-11.48488712310791	1.1412270069122314	B cell	B cell	lung	SCLC-A
2.837491989135742	1.9090561866760254	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
3.3043644428253174	-1.971036434173584	CD8+ Tmem	T cells	lung	SCLC-A
3.517876386642456	-2.0234460830688477	CD8+ Tmem	T cells	lung	SCLC-A
9.7334136962890625	-2.8907408714294434	Tgd	T cells	pleural_effusion	SCLC-A
-2.9560372829437256	10.174887657165527	Mono/Mφ	Myeloid	lung	SCLC-A
0.09514667093753815	0.024568231776356697	CD4+ Tconv	T cells	pleural_effusion	SCLC-N
-6.385748863220215	-6.638813018798828	CD4+ Tconv	T cells	lung	SCLC-A
-6.484606742858887	-6.693279266357422	CD8+ Tmem	T cells	lung	SCLC-A
-2.066796064376831	-2.6690921783447266	CD4+ Treg	T cells	liver	SCLC-A
2.639559268951416	0.41366589069366455	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
4.922835826873779	9.9225311279296875	Neutrophil	Myeloid	liver	SCLC-A
-2.7695724964141846	10.966058731079102	Mono/Mφ	Myeloid	LN	SCLC-A
2.7772605419158936	-1.0853221416473389	CD8+ Tmem	T cells	lung	SCLC-A
-6.343109607696533	-6.7657012939453125	CD4+ Tconv	T cells	lung	SCLC-A
-7.625617980957031	-6.2804083824157715	CD8+ Tmem	T cells	lung	SCLC-A
-7.0849809646606445	-6.013106822967529	CD4+ Tconv	T cells	lung	SCLC-A
-11.195035934448242	1.3635231256484985	B cell	B cell	lung	SCLC-A
1.9455033540725708	-4.7089715003967285	CD8+ Tmem	T cells	liver	SCLC-N
9.684797286987305	-2.9337575435638428	Tgd	T cells	pleural_effusion	SCLC-A
-11.993988037109375	0.9948555827140808	B cell	B cell	lung	SCLC-A
5.8547868728637695	11.459920883178711	Neutrophil	Myeloid	liver	SCLC-A
8.48326587677002	-3.0573108196258545	NK	NK	pleural_effusion	SCLC-A
0.6976392269134521	0.0054644374176859856	CD4+ Tconv	T cells	LN	SCLC-A
8.311506271362305	-2.771038293838501	Tgd	T cells	pleural_effusion	SCLC-A
-6.4046502113342285	-6.6394758224487305	CD4+ Tconv	T cells	lung	SCLC-A
-12.935876846313477	1.1922054290771484	B cell	B cell	LN	SCLC-A
2.7596287727355957	0.3012349307537079	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
-0.5923871397972107	-3.524214744567871	CD4+ Tconv	T cells	liver	SCLC-N
-12.314804077148438	1.4543908834457397	B cell	B cell	LN	SCLC-A
2.740537166595459	-1.1135644912719727	CD8+ Tmem	T cells	lung	SCLC-A
-11.912740707397461	0.6040586233139038	B cell	B cell	LN	SCLC-A
2.76188063621521	-1.1353886127471924	CD8+ Tmem	T cells	lung	SCLC-A
-6.230561256408691	-6.524564266204834	CD4+ Tconv	T cells	lung	SCLC-A
2.8306500911712646	1.0666537284851074	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
8.449400901794434	-3.0206069946289062	Tgd	T cells	pleural_effusion	SCLC-A
9.739072799682617	-2.786444664001465	Tgd	T cells	pleural_effusion	SCLC-A
-8.183313369750977	-6.515002250671387	CD8+ Tmem	T cells	lung	SCLC-A
9.596768379211426	-2.934715986251831	Tgd	T cells	pleural_effusion	SCLC-A
2.1911709308624268	1.7083367109298706	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-7.7216973304748535	-6.126147747039795	CD8+ Tmem	T cells	lung	SCLC-A
-0.2525959014892578	-2.9384469985961914	CD4+ Tconv	T cells	lung	SCLC-A
3.777160882949829	-2.3050642013549805	CD8+ Tmem	T cells	lung	SCLC-A
-1.5898172855377197	-3.0058462619781494	CD4+ Tconv	T cells	lung	SCLC-A
2.8353476524353027	1.2630671262741089	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
9.199807167053223	-2.964724063873291	Tgd	T cells	pleural_effusion	SCLC-A
-6.499098777770996	-6.716500759124756	CD8+ Tmem	T cells	lung	SCLC-A
9.677412033081055	-2.816159963607788	Tgd	T cells	pleural_effusion	SCLC-A
-7.583340167999268	-6.2204670906066895	CD8+ Tmem	T cells	lung	SCLC-A
-1.303557276725769	-3.4395694732666016	CD4+ Tconv	T cells	liver	SCLC-N
8.125970840454102	-1.590561866760254	NK	NK	lung	SCLC-A
2.7263646125793457	1.7492753267288208	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.539943218231201	-4.435190677642822	CD8+ Tmem	T cells	liver	SCLC-N
-3.5925099849700928	-4.637104511260986	CD8+ Texh	T cells	lung	SCLC-A
9.687500953674316	-2.863218307495117	Tgd	T cells	pleural_effusion	SCLC-A
-6.59589958190918	-6.601139068603516	CD8+ Tmem	T cells	lung	SCLC-A
-1.8684581518173218	-1.479851245880127	CD4+ Treg	T cells	lung	SCLC-A
2.098743200302124	1.6251510381698608	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
8.6707124710083	-2.6732308864593506	Tgd	T cells	pleural_effusion	SCLC-A
2.413315534591675	1.3529928922653198	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-2.7515668869018555	10.437356948852539	Mono/Mφ	Myeloid	lung	SCLC-A
2.7486653327941895	0.9880411624908447	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-6.292978763580322	-6.608811378479004	CD4+ Tconv	T cells	lung	SCLC-A
-6.423919200897217	-5.44704008102417	CD4+ Treg	T cells	lung	SCLC-A
-7.749086856842041	-6.534040451049805	CD8+ Tmem	T cells	lung	SCLC-A
-0.330048143863678	-2.0581274032592773	CD4+ Tconv	T cells	lung	SCLC-A
2.7865917682647705	0.5709370970726013	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
4.0728020668029785	-5.423428535461426	CD8+ Teff	T cells	LN	SCLC-A
-7.707148551940918	-5.903017997741699	CD8+ Tmem	T cells	lung	SCLC-A
-6.346127033233643	-6.643397331237793	CD4+ Tconv	T cells	lung	SCLC-A
-6.305992603302002	-6.543025016784668	CD4+ Tconv	T cells	lung	SCLC-A
2.4752843379974365	1.619610071182251	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
8.145925521850586	-1.6327248811721802	NK	NK	lung	SCLC-A
2.783874988555908	-0.022814903408288956	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
5.080695629119873	9.79094123840332	Neutrophil	Myeloid	liver	SCLC-A
9.011399269104004	-2.7425429821014404	Tgd	T cells	pleural_effusion	SCLC-A
-2.188405752182007	-3.697273015975952	CD4+ Treg	T cells	liver	SCLC-N
1.831925392150879	-6.220432281494141	CD8+ Tmem	T cells	liver	SCLC-A
0.07541947811841965	1.3316550254821777	CD4+ Tconv	T cells	pleural_effusion	SCLC-N
9.602742195129395	-3.3360002040863037	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-6.480706214904785	-5.912397384643555	CD4+ Treg	T cells	lung	SCLC-A
-7.927644729614258	-6.054609775543213	CD8+ Tmem	T cells	lung	SCLC-A
8.313758850097656	-2.968768835067749	Tgd	T cells	pleural_effusion	SCLC-A
6.840207099914551	-2.6548585891723633	CD8+ Tmem	T cells	lung	SCLC-A
0.13353797793388367	7.9669880867004395	Plasma cell	B cell	axilla	SCLC-N
5.079006671905518	10.693305969238281	Neutrophil	Myeloid	liver	SCLC-A
2.4853880405426025	1.9021013975143433	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
2.649381399154663	1.520674228668213	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
-1.8945351839065552	-1.5156116485595703	CD4+ Tconv	T cells	LN	SCLC-A
1.340274453163147	-4.908933162689209	CD8+ Tmem	T cells	liver	SCLC-N
2.4605021476745605	1.541116714477539	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
8.312774658203125	-2.7404770851135254	Tgd	T cells	pleural_effusion	SCLC-A
8.414145469665527	-3.1064717769622803	Tgd	T cells	pleural_effusion	SCLC-A
5.935171604156494	11.359432220458984	Neutrophil	Myeloid	liver	SCLC-N
1.9820531606674194	1.5335946083068848	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
5.454988956451416	10.447261810302734	Neutrophil	Myeloid	LN	SCLC-A
3.987877130508423	-5.522552490234375	CD8+ Teff	T cells	LN	SCLC-A
2.6927685737609863	0.17595481872558594	CD8+ Tmem	T cells	pleural_effusion	SCLC-A
8.089937210083008	-1.6438721418380737	NK	NK	lung	SCLC-A
-7.276845932006836	-6.842674255371094	NK	NK	lung	SCLC-A
0.8189062476158142	0.6121984720230103	NK	NK	lung	SCLC-N
2.3748855590820312	-4.6225996017456055	CD8+ Tmem	T cells	liver	SCLC-N
-6.488266944885254	-5.476648330688477	CD4+ Treg	T cells	lung	SCLC-A
4.984567642211914	9.77072811126709	Neutrophil	Myeloid	liver	SCLC-A
2.591265916824341	-1.7873706817626953	CD4+ Tconv	T cells	lung	SCLC-A
2.050619125366211	1.5815329551696777	CD4+ Tconv	T cells	pleural_effusion	SCLC-A
